"lang"
{
	"Language"		"schinese"
		"upgrade_tech_bleed/modifier_tech_bleed_proc/modifier_tech_bleed"			"秘法回响"	

		//Toxic Bullets
		"upgrade_toxic_bullets_desc"	"你的子弹会对敌人造成流血减益状态，使他们收到 <span class=\"highlight\">当前生命百分比</span> 的持续伤害. 并且在减益效果持续时间内 <span class=\"highlight\">降低目标的治疗效果</span> 。"
		"upgrade_toxic_bullets_buildup"					"毒素堆叠..。"
		"upgrade_bleeding_bullets_buildup"				"流血堆叠..。"
		"upgrade_hemorrhage_buildup"					"破裂堆叠..。"
		"upgrade_bleeding_bullets/modifier_item_bleeding_bullets_active/modifier_item_bleeding_bullets_damageovertime"		"碎魂子弹"
		"modifier_hemorrhage"																								"Eviscerator Rounds"
		"modifier_item_burning_bullets_damageovertime" 	"流血"
		"upgrade_hemorrhage/modifier_item_hemorrhage/modifier_hemorrhage" "流血"

		//Improved Fire Rate
		"upgrade_attack_speed_2_desc"	"Increases your <span class=\"highlight\">Fire Rate</span>。"

		//Spiritual Overflow
		"upgrade_tech_overflow_desc"	"用子弹向敌方英雄<span class=\"highlight\">射击充能</span>，获得魂力加成。"
		"modifier_tech_overflow"		"魂力溢出"
		"modifier_tech_overflow_building" "魂力溢出中..。"

		"OverflowTechPower_label"		"魂力"
		"OverflowBonusDamage_label"     "增加魂力"
		"OverflowBonusDamage_postfix"	"%"

		//Drum Magazine
		"upgrade_drum_magazine_desc"		"Provides a large <span class=\"highlight\">ammo bonus</span>, and <span class=\"highlight\">increased reload speed</span>"

		//Ricochet
		"upgrade_ricochet_desc"		"你的子弹射击敌人时将会附加 <span class=\"highlight\">跳弹</span> 效果，<span class=\"highlight\">可应用于任何子弹技能</span>，<span class=\"highlight\">跳弹会造成原始伤害的百分比</span> 。"
		"RicochetTargetsTooltipOnly_label"			"反弹目标数量"
		"RicochetDamagePercent_label"					"跳弹伤害"
		"RicochetDamagePercent_postfix"					"%"
		"RicochetRadius_label"							"跳弹范围"
		"RicochetRadius_postfix"							"m"

		//Height Advantage
		"upgrade_height_advantage_desc"	"Gain additional <span class=\"highlight_weapon\">{s:HighGroundBonusWeaponPower}% Weapon Damage</span> when attacking targets that are <span class=\"highlight\">below you</span>。"

		//Close Quarters
		"upgrade_close_range_desc"	"当目标在你的<span class=\"highlight\">近距离</span>时，对该目标造成<span class=\"highlight\">额外子弹伤害</span>。"
		"upgrade_close_quarter_combat/modifier_cqc_proc/modifier_slow_base"			"减速"

		//Long Range
		"upgrade_long_range_desc"	"当目标在你的<span class=\"highlight\">远距离</span>时，对该目标造成<span class=\"highlight\">额外子弹伤害</span>。"

		//Mystic Shot
		"upgrade_crackshot_desc"	"每隔一段时间你的下一次射击会附加 <span class=\"highlight\">额外魂力伤害</span> 。"
		"ProcBonusMagicDamage_prefix"	"{s:sign}"
		"ProcBonusMagicDamage_label"	"魂力伤害"

		//Restorative Shot
		"upgrade_medic_bullets_desc"	"每隔一段时间下一发子弹将会根据你击中的目标来 <span class=\"highlight\">治疗</span> 你。"
		"HealFromHero_label"	"击中英雄回复"
		"HealFromNPC_label"	 "击中非英雄回复"

		//Point Blank
		"upgrade_close_quarter_combat_desc"	"当目标在你的 <span class=\"highlight\">近距离</span> 时，对该目标造成 <span class=\"highlight\">额外子弹伤害 </span> 并且施加 <span class=\"highlight\">减少移速</span> 。"

		//Headshot Booster
		"upgrade_headshot_booster_desc"		"每隔一段时间 <span class=\"highlight\">爆头时</span> 造成额外伤害。"

		//Sharpshooter
		"upgrade_sharpshooter_desc"				"当目标在你的 <span class=\"highlight\">远距离</span> 时，对该目标造成 <span class=\"highlight\">额外子弹伤害</span> 。"
		"upgrade_sharpshooter_headshots_desc"	"每隔一段时间 <span class=\"highlight\">爆头</span> 造成额外伤害。"

		//Crippling Headshot
		"upgrade_banshee_slugs_headshots_desc"	"<span class=\"highlight\">爆头</span> 会减少目标 <span class=\"highlight\">子弹以及魂力抗性</span>。"
		"BulletResistReduction_label"		"物理抗性减少"
		"BulletResistReduction_postfix"	"%"
		"MagicResistReduction_label"		"魂力抗性减少"
		"MagicResistReduction_postfix"	"%"

		//Berserker
		"upgrade_berserker_desc"		"你的 <span class=\"highlight\">子弹伤害</span> 会随着你受到的伤害持续增加。"

		//Frenzy
		"upgrade_fervor_passive"	"当 <span class=\"highlight\">低于 {s:LowHealthThreshold}% 血量</span> 时，获得增益。"
		"FervorTechResist_postfix"  "%"

		//Old Frenzy
		"upgrade_frenzy_vampire_desc"	"Your <span class=\"highlight\">bullets heal you</span> for a percentage of the damage they deal to enemies.<br><br>When an enemy is below {s:LowHealthPercentThreshold}% health you gain an additional <span class=\"highlight\">{s:LowHealthLifeStealPercent}% Bullet Lifesteal</span> against them。"
		"upgrade_frenzy_aura_desc"		"Nearby enemies take <span class=\"highlight\">increased damage</span> from bullets.<br><br>If an enemy hero dies under this aura, you gain <span class=\"highlight\">+{s:KillBonusMoveSpeedPerStack} m/s</span>. This effect <span class=\"highlight\">lasts until you die</span> and can be stacked up to {s:MaxKillBonusMoveSpeedStack} times。"
		"upgrade_frenzy/modifier_frenzy_lowhealth"		"Low HP Frenzy"
		"upgrade_frenzy/modifier_frenzy_aura/modifier_frenzy_kill"		"Killed Frenzy"

		//Soul Shredder Bullets
		"upgrade_tech_defense_shredders_desc"	"你的子弹会对敌人附加 <span class=\"highlight\">魂力伤害增幅</span> 和 <span class=\"highlight\">魂力吸血</span> 减益状态。"
		"ShreddersTechAmp_label"				"魂力伤害增幅"
		"ShreddersTechAmp_postfix"			"%"
		"modifier_tech_defense_shredders_debuff"																"碎魂弹药"
		"upgrade_tech_defense_shredders/modifier_tech_defense_shredders_proc/modifier_base"						"魂力抗性减少"
		"modifier_tech_defense_shredders"		"Spirit Armor Reduced"

		//Monster Rounds
		"upgrade_non_player_bonus_desc"		"对<span class=\"highlight\">蜡烛兵</span>，<span class=\"highlight\">中立魔物</span> 和 <span class=\"highlight\">Mid boss</span>额外造成 <span class=\"highlight_weapon\">{s:NonPlayerBonusWeaponPower}% 子弹伤害</span>。"

		//Hollow Point Ward
		"upgrade_hollow_point_rounds_desc"				"当你 <span class=\"highlight\"> 高于 {s:LifeThreshold}% 生命</span> 时, 获得额外 <span class=\"highlight\">子弹伤害</span> 。"
		"upgrade_hollow_point_rounds_shield_desc"		"获得<span class=\"highlight\">魂力护盾</span>可阻挡魂力伤害。脱离战斗后一段时间，护盾会恢复。"

		// Pristine Emblem
		"upgrade_pristine_emblem_desc"	"攻击会对<span class=\"highlight\">生命值高于 {s:EnemyLifeThreshold}% 的敌方目标造成额外的子弹伤害</span>。"
		"BaseAttackDamagePercentBonus_label"	"子弹伤害"
		"BaseAttackDamagePercentBonus_prefix"	"+"
		"BaseAttackDamagePercentBonus_postfix"	"%"

		//Disarming Bullets
		"upgrade_proc_disarm_desc"		"Your bullets <span class=\"highlight\">disarm</span> enemies, them preventing them from shooting their weapon.  Victims are immune to disarming bullets for <span class=\"highlight\">{s:ImmunityDuration}s</span> after application expires。"

		//Glass Cannon
		"upgrade_glass_cannon_desc"		"每次击杀英雄会<span class=\"highlight\">增加武器伤害</span> (最多增加 {s:MaxStacks} )。死亡会损失一层堆叠。"

		//Vampiric Burst
		"upgrade_surging_power_active"	"使用后立即装填部分弹匣并在短暂时间内获得 <span class=\"highlight\">子弹吸血加成</span> 和 <span class=\"highlight\">射速加成</span>。"
		"ActiveBonusLifesteal_label"		"子弹吸血"
		"ActiveBonusLifesteal_postfix"	"%"
		"upgrade_surging_power/surge/windup"					"澎湃动力"
		"upgrade_surging_power/surge/active"					"澎湃动力"
		"upgrade_surging_power/surge"					"澎湃动力"

		//Siphon Bullets
		//"upgrade_siphon_bullets_desc_passive1"	"当目标在你的 <span class=\"highlight\">近距离</span>时，对该目标造成<span class=\"highlight\">额外子弹伤害</span>。"
		"upgrade_siphon_bullets_desc_passive2"	"你的子弹击中敌人时 <span class=\"highlight\">窃取最大生命值</span> . 减益状态结束后敌人会恢复被窃取的生命值。"
		"modifier_siphon_bullets_health_gain"		"虹吸弹药"
		"modifier_siphon_bullets_health_loss"		"虹吸弹药"
		"HealthSteal_label"						"每颗子弹的最大 生命 窃取量"

		//Overdrive Clip
		"upgrade_weapon_overdrive_clip_desc"			"<span class=\"highlight\">Deal non-lethal damage based on your max health to yourself</span> and <span class=\"highlight\">reload bullets in your clip equal to your max ammo, no matter how many bullets are left.</span>  The bullets in this clip have additional <span class=\"highlight\">courage</span>。"
		"modifier_upgrade_overdrive_clip"				"Overdrive Clip"
		"upgrade_weapon_overdrive_clip/modifier_upgrade_overdrive_clip_reload"		"Overdrive Reload"
		"BonusReloadSpeed_label"						"Reload Time"
		"BonusReloadSpeed_Postfix"						"%"		
		"OverdriveClipDuration_label"					"Clip Duration"
		"OverdriveClipDuration_Postfix"					"s"		
		"modifier_item_weapon_power_for_health"		"Overdrive"

		//Burst Fire Actuator
		"upgrade_burst_fire_actuator_desc"				"Your weapon <span class=\"highlight\"> fires an additional percentage of your gun's starting clip as a burst</span>.  If all bullets in a burst connect with an enemy Hero, <span class=\"highlight\">gain temporary Base Bullet Damage</span> for the rest of the clip。"
		"BurstFireShotsFromClipPercent_label"			"ammo Burst"
		"BurstFireShotsFromClipPercent_Postfix"			"%"
		"PerfectBurstWeaponPower_label"					"Perfect Burst Bonus Weapon Damage"
		"modifier_burst_fire_actuator"					"Burst Actuator"
		"BonusHeadshotDamage_label"						"Bonus Headshot Damage"
		"BonusHeadshotDamage_postfix"					"%"
		"BaseBonusWeaponPower_label"					"Courage"
		"BaseBonusWeaponPower_prefix"					"+"

		//Lifestrike
		"upgrade_boxing_glove_desc"						"每隔一段时间你对敌方英雄的<span class=\"highlight\">近战攻击</span>会对目标造成<span class=\"highlight\">减少移速</span>和<span class=\"highlight\">治疗你所造成的近战伤害的{s:LifestealHealPercent}%</span>加上{s:LifestealHeal}。对非英雄目标的治疗率为 {s:NonHeroHealPct}%。"
		"BonusMeleeSpeed_label"							"伤害增幅"
		"BonusMeleeSpeed_prefix"						"+"
		"BonusMeleeSpeed_postfix"						"%"
		"DisarmDuration_label"							"持续时间"
		"DisarmDuration_postfix"						"s"

		//Belt-Fed Magazine
		"upgrade_belt_fed_magazine_desc"				"你的武器配备了一个<span class=\"highlight\">更大容量的弹链</span>，但这需要<span class=\"isNegative\">一段预热时间</span>，初始射速较慢，随着预热时间的推移射速会逐渐提升。"
		"SpinUpTime_label"								"预热时间"
		"SpinUpTime_postfix"							"秒"
		"InitialFireRateDecrease_label"					"初始射速降低"
		"InitialFireRateDecrease_prefix"				"-"
		"InitialFireRateDecrease_postfix"				"%"
		"MaxFireRateIncrease_prefix"					"+"
		"MaxFireRateIncrease_label"						"最大射速提升"
		"MaxFireRateIncrease_postfix"							"%"
		"BonusReloadTime_label"							"额外装填时间"
		"BonusReloadTime_postfix"						"秒"

		//Stabilizing Tripod
		"upgrade_stabilizing_tripod_desc"						"<span class=\"highlight\">Disarm yourself</span> to toss your weapon to the target location where it transforms into a <span class=\"highlight\">Field Sentry that will attack enemies using your weapon with an unlimited clip</span>.  You can melee the sentry to end the effect early。"		
		"StationaryRecoilReduction_label"					"Less Recoil While Not Moving"
		"StationaryRecoilReduction_postfix"					"%"
		"StationaryWeaponPower_prefix"						"+"
		"StationaryWeaponPower_label"					"Courage While Not Moving"
		"CasterHealthPercent_label"						"Turret Health Percent of Caster"
		"CasterHealthPercent_postfix"					"%"
		"modifier_stabilizing_tripod_self_debuff"				"Field Sentry"

		//Burst Fire
		"upgrade_burst_fire_desc"						"每隔一段时间射击到敌方英雄时获得额外 <span class=\"highlight\">射击速度和移动速度</span> 。"
		"upgrade_burst_fire/modifier_burst_fire_buff"	"爆发开火"
	
		//Arcane Eater
		"upgrade_arcane_eater_desc"					"你的子弹能够从敌方英雄身上<span class=\"highlight\">吸取魂力</span>。爆头射击时额外吸取{s:HeadshotBonusSteal}魂力。此效果可以叠加。"
		"modifier_arcane_eater_debuff"					"魂力虹吸"
		"modifier_arcane_eater_buff"					"魂力虹吸"
		"SpiritStolePerHit_label"						"每次击中吸取的魂力"

		//Predator Precision
		"upgrade_predator_precision_desc"				"Gain additional <span class=\"highlight\">weapon damage</span> against enemy Heroes that are <span class=\"highlight\">low health</span>"
		"modifier_predator_vision"									"Predator Vision"

		//Intensifying Magazine
		"upgrade_intensifying_clip_desc"				"持续射击时增加 <span class=\"highlight\">子弹伤害</span> 。 "
		"BaseAttackDamagePercentAtMaxDuration_label"		"最大增加伤害"
		"BaseAttackDamagePercentAtMaxDuration_postfix"		"%"
		"ShootDurationForMax_label"						"最大伤害所需时间"
		"ShootDurationForMax_postfix"							"s"
		
		//Escalating Resilience
		"upgrade_reinforcing_casings_desc"    "击中敌方英雄时暂时获得可叠加的 <span class=\"highlight\">物理抗性</span> 。 <span class=\"highlight\">每次射击击中可以获得一层。</span>"
		"modifier_reinforcing_casings"			"狂暴韧性"	
		"MaxArmorStacks_label"				"最多可获得的物理抗性"
		"MaxArmorStacks_postfix"				"%"
		"BulletResistPerStack_label"				"每层可获得物理抗性"
		"BulletResistPerStack_postfix"			"%"
		"BulletResistDuration_label"				"每层持续时间"
		"BulletResistDuration_postfix"			"s"

		//Lucky Shot
		"upgrade_critshot_desc"				"你的子弹有几率造成 <span class=\"highlight\">额外伤害</span> 以及 <span class=\"highlight\">减少移速</span> 。"
		"CritDamagePercent_label"				"额外伤害"
		"CritDamagePercent_postfix"			"%"

		//Veil Walker
		"upgrade_veil_walker_desc"			"穿过宇宙之纱可<span class=\"highlight\">回复子弹护盾和魂力护盾</span>，并且<span class=\"highlight\">，获得短暂的移动<span class=\"highlight\">速度提升和隐身</span>效果，并为下一个弹匣提供额外的<span class=\"highlight\">射速</span>。"
		"VeilWalker_MoveSpeed_label"			"隐身移速"
		"VeilWalker_MoveSpeed_postfix"		"m/s"


		//-----------------------------------------------------------------------------
		// Upgrades: Tech
		//-----------------------------------------------------------------------------
		

		//Spirit Lifesteal
		"upgrade_health_stealing_magic_desc"		"Your <span class=\"highlight\">spirit items and abilities heal you</span> for a percentage of the damage they deal. Heals for less on Non-Heroes and does not work on buildings。"
		"NonHeroAbilityLifestealTooltipOnly_label"			"Non-Hero Value"
		"NonHeroAbilityLifestealTooltipOnly_postfix"		"%"
		
		//Mystic Vulnerability
		"upgrade_magic_vulnerability_desc"	"当目标受到来自你的 <span class=\"highlight\">魂力伤害</span>时, 目标在持续时间内也会受到<span class=\"highlight\">魂力抗性</span>减少。"

		//Healbane
		"upgrade_healbane_desc"	"你的魂力伤害会对敌人附加一个<span class=\"highlight\">减少治疗</span>的减益状态，当敌人在这个减益状态死亡的时候<span class=\"highlight\">大量治疗你</span>"
		"HealOnKill_label"		"死亡时治疗"

		//Mystic Slow
		"upgrade_magic_slow_desc"	"当目标受到你的 <span class=\"highlight\">魂力伤害时</span>,目标在持续时间内也会受到<span class=\"highlight\">减少移速</span> 和 <span class=\"highlight\">减少射速</span> 。"

		//Escalating Exposure
		"upgrade_escalating_exposure_desc"	"当对目标敌方造成 <span class=\"highlight\">魂力伤害</span> 时 施加 <span class=\"highlight\">一层魂力伤害增幅</span> 增加你对他们造成的魂力伤害。第一次施加恶化暴露触发二次。"
		"upgrade_escalating_exposure/modifier_proc_watcher/modifier_debuff"		"减少魂力抗性"
		"EscalatingExposureProcCooldown_label"	"每个单位最高触发频率"
		"EscalatingExposureProcCooldown_postfix"	"s"
		"EscalatingExposureTechArmorDamageReduction_label"	"魂力伤害减少魂力抗性"
		"EscalatingExposureTechArmorDamageReduction_postfix"	"%"

		//Mystic Reach
		"upgrade_magic_reach_desc"			"增加技能和模组的<span class=\"highlight\">范围</span> 和 <span class=\"highlight\">效果范围</span>。"

		//Improved Reach
		"upgrade_tech_range_desc"			"增加技能和模组的<span class=\"highlight\">范围</span> 和 <span class=\"highlight\">效果范围</span>。"

		//Omni Spirit
		"upgrade_long_range_slowing_tech_desc"		"Applies a <span class=\"highlight\">movement slow</span> to enemies when dealing spirit damage。"
		"upgrade_long_range_slowing_tech/modifier_long_range_slowing_tech_proc/modifier_slow_base"	"Slowed"

		//Full Spectrum
		"upgrade_full_spectrum_passive"	"对于你魂力伤害技能或能力击中的每个英雄，增加<span class=\"highlight\">额外伤害</span>，并施加<span class=\"highlight\">移动减缓</span>效果。"

		//Mystic Range
		"upgrade_tech_range_2_desc"		"提高你的魂力技能和物品<span class=\"highlight\">范围</span>、<span class=\"highlight\">光环范围</span>和<span class=\"highlight\">效果范围</span>。"
		
		//Improved Cooldown
		"upgrade_magic_tempo_desc"	"减少技能和模组的<span class=\"highlight\">冷却时间</span>"

		//Superior Cooldown
		"upgrade_cooldown_reduction_desc"	"减少技能和模组的<span class=\"highlight\">冷却时间</span>"

		//Spiritual Recharge
		"upgrade_recharge_duration_reduction_desc"		"减少<span class=\"highlight\">技能充能时间</span>。"

		//Extra Charge
		"upgrade_extra_charge_desc"	"为你的充能技能增加一点 <span class=\"highlight\">充能</span>。"
		"BonusSpiritForChargedAbilities_prefix"						"+"
		"BonusSpiritForChargedAbilities_label"						"增加充能技能的魂力"

		//Hyper Charge
		"upgrade_bonus_ability_charge_3_desc"	"增加<span class=\"highlight\">+{s:BonusAbilityCharges}</span>到你的最大技能<span class=\"highlight\">充能次数</span>。"

		//Charge Mastery
		"upgrade_charge_mastery_passive"	"充能技能拥有<span class=\"highlight\">{s:BonusChargedAbilityDamage}%</span>的伤害提升和<span class=\"highlight\">{s:BonusChargedCooldownReduction}%</span>的冷却时间减少。"

		//Rapid Recharge
		"CooldownReductionOnChargedAbilities_label"	"降低充能技能的冷却时间"
		"CooldownReductionOnChargedAbilities_postfix" "%"
		"CooldownReductionOnChargedAbilities_prefix" "+"

		//Alchemical Fire
		"upgrade_thermal_detonator_desc"		"使用后丢出一个接触到物体就会爆炸的烧瓶,创造一个会造成伤害并且 <span class=\"highlight\">每秒增加伤害</span> 和 <span class=\"highlight\">增幅子弹伤害</span>的区域，<br>对非玩家单位伤害只有{s:NonHeroReductionPercent}%。"
		"BonusBaseWeaponDamageTaken_prefix"		"+"
		"BonusBaseWeaponDamageTaken_label"		"子弹伤害增幅"
		"BonusBaseWeaponDamageTaken_postfix"	"%"

		//Fleetfoot
		"upgrade_fleetfoot_boots_active_desc"	"使用后在持续时间内获得 <span class=\"highlight\">额外移动速度</span> 和 <span class=\"highlight\">增加基础弹匣容量</span> 。"
		"upgrade_fleetfoot_boots_passive_desc"	"移除射击时 <span class=\"highlight\">移动速度惩罚</span> 。"
		"modifier_fleetfoot_boots"				"机动步行"

		//Kinetic Dash
		"upgrade_kinetic_sash_desc"		"每隔一段时间，你的下一次 <span class=\"highlight\">冲刺跳跃</span> 不消耗额外耐力，并且获得 <span class=\"highlight\">射击速度</span> 和 <span class=\"highlight\">暂时额外基础弹药</span> 直到你下次装填。 或持续 {s:AbilityDuration} 秒。"
		"modifier_kinetic_sash_triggered"	"动感冲刺"

		//Active Reload
